epoch,step,train_acc,train_acc_a,train_loss,val_acc,val_acc_a,val_loss
4,6899,0.984375,1.0,0.0356442891061306,,,
4,6949,0.96875,0.8333333134651184,0.043239008635282516,,,
4,6999,0.984375,1.0,0.025112684816122055,,,
4,7049,0.984375,1.0,0.08873452246189117,,,
4,7099,0.953125,0.5714285969734192,0.08589014410972595,,,
4,7149,0.984375,0.8888888955116272,0.03244832158088684,,,
4,7199,1.0,1.0,0.016119878739118576,,,
4,7249,0.953125,0.6666666865348816,0.18988832831382751,,,
4,7299,1.0,1.0,0.007588958367705345,,,
4,7349,0.96875,1.0,0.06569813936948776,,,
4,7399,1.0,1.0,0.0373462550342083,,,
4,7449,0.984375,0.8333333134651184,0.04062124714255333,,,
4,7499,0.96875,0.7777777910232544,0.1590633988380432,,,
4,7549,0.96875,0.8999999761581421,0.04016996547579765,,,
4,7599,0.984375,0.9166666865348816,0.05342574045062065,,,
4,7649,1.0,1.0,0.00867064855992794,,,
4,7699,1.0,1.0,0.01028165128082037,,,
4,7749,0.984375,1.0,0.016705162823200226,,,
4,7799,0.96875,0.8888888955116272,0.059132784605026245,,,
4,7849,0.984375,1.0,0.03825945034623146,,,
4,7899,0.984375,1.0,0.043857984244823456,,,
4,7949,1.0,1.0,0.017663685604929924,,,
4,7999,0.96875,0.75,0.09969282150268555,,,
4,8049,0.953125,0.8888888955116272,0.09149635583162308,,,
4,8099,1.0,1.0,0.07447352260351181,,,
4,8099,,,,0.993049681186676,0.938640296459198,0.019489040598273277
5,8149,0.984375,1.0,0.047908518463373184,,,
5,8199,0.984375,0.8333333134651184,0.023427018895745277,,,
5,8249,0.984375,0.8333333134651184,0.053222060203552246,,,
5,8299,0.984375,1.0,0.039854004979133606,,,
5,8349,0.984375,1.0,0.08298958092927933,,,
5,8399,1.0,1.0,0.016858287155628204,,,
5,8449,0.984375,0.8888888955116272,0.04722066968679428,,,
5,8499,0.96875,0.8999999761581421,0.09534624218940735,,,
5,8549,0.984375,0.8571428656578064,0.07355543226003647,,,
5,8599,1.0,1.0,0.0095807621255517,,,
5,8649,0.984375,1.0,0.06151475012302399,,,
5,8699,1.0,1.0,0.009160996414721012,,,
5,8749,1.0,1.0,0.005377691239118576,,,
5,8799,1.0,1.0,0.01814417354762554,,,
5,8849,0.984375,0.8333333134651184,0.02226319909095764,,,
5,8899,0.984375,0.8999999761581421,0.03460346907377243,,,
5,8949,0.96875,1.0,0.07129622250795364,,,
5,8999,0.96875,0.8571428656578064,0.06447845697402954,,,
5,9049,0.984375,0.9090909361839294,0.03085789456963539,,,
5,9099,1.0,1.0,0.015236576087772846,,,
5,9149,0.984375,0.800000011920929,0.02902655489742756,,,
5,9199,1.0,1.0,0.01230643130838871,,,
5,9249,0.96875,0.9090909361839294,0.04641377925872803,,,
5,9299,0.984375,1.0,0.09848165512084961,,,
5,9349,0.984375,0.8571428656578064,0.03699576482176781,,,
5,9399,1.0,1.0,0.007824944332242012,,,
5,9449,0.96875,1.0,0.045135583728551865,,,
5,9499,0.984375,1.0,0.021662073209881783,,,
5,9549,0.984375,0.8571428656578064,0.06100836396217346,,,
5,9599,0.96875,0.8333333134651184,0.0935330018401146,,,
5,9649,1.0,1.0,0.013513284735381603,,,
5,9699,0.984375,1.0,0.02534492500126362,,,
5,9719,,,,0.9943134188652039,0.9578737616539001,0.025496507063508034
6,9749,1.0,1.0,0.021854380145668983,,,
6,9799,0.96875,0.8333333134651184,0.07988009601831436,,,
6,9849,1.0,1.0,0.017635907977819443,,,
6,9899,1.0,1.0,0.008867909200489521,,,
6,9949,0.984375,0.8888888955116272,0.037666887044906616,,,
6,9999,0.96875,1.0,0.08944359421730042,,,
6,10049,0.96875,0.800000011920929,0.15321668982505798,,,
6,10099,0.96875,0.7777777910232544,0.0643615797162056,,,
6,10149,0.984375,0.8888888955116272,0.033443860709667206,,,
6,10199,0.984375,1.0,0.024913690984249115,,,
6,10249,0.984375,1.0,0.06477176398038864,,,
6,10299,0.984375,1.0,0.0812135711312294,,,
6,10349,1.0,1.0,0.009884025901556015,,,
6,10399,1.0,1.0,0.024562465026974678,,,
6,10449,1.0,1.0,0.00565490173175931,,,
6,10499,0.984375,1.0,0.04998284578323364,,,
6,10549,0.984375,0.9166666865348816,0.10023726522922516,,,
6,10599,0.984375,0.8999999761581421,0.06499318778514862,,,
6,10649,1.0,1.0,0.010467605665326118,,,
6,10699,1.0,1.0,0.01198714692145586,,,
6,10749,0.984375,1.0,0.03144923970103264,,,
6,10799,0.984375,0.9090909361839294,0.03232515975832939,,,
6,10849,1.0,1.0,0.00645863264799118,,,
6,10899,0.984375,1.0,0.02959849312901497,,,
6,10949,1.0,1.0,0.03434132784605026,,,
6,10999,1.0,1.0,0.006626740097999573,,,
6,11049,1.0,1.0,0.014138270169496536,,,
6,11099,1.0,1.0,0.018742097541689873,,,
6,11149,1.0,1.0,0.014287851750850677,,,
6,11199,1.0,1.0,0.011694150976836681,,,
6,11249,1.0,1.0,0.010292074643075466,,,
6,11299,1.0,1.0,0.006173090543597937,,,
6,11339,,,,0.9945240020751953,0.9543244242668152,0.016124330461025238
7,11349,1.0,1.0,0.006686060689389706,,,
7,11399,1.0,1.0,0.002153900684788823,,,
7,11449,0.984375,0.8888888955116272,0.02098662778735161,,,
7,11499,0.984375,1.0,0.031358908861875534,,,
7,11549,1.0,1.0,0.014860164374113083,,,
7,11599,0.953125,0.75,0.10050271451473236,,,
7,11649,1.0,1.0,0.016199667006731033,,,
7,11699,1.0,1.0,0.004258006811141968,,,
7,11749,0.984375,0.8888888955116272,0.019639477133750916,,,
7,11799,1.0,1.0,0.008816853165626526,,,
7,11849,0.96875,0.8571428656578064,0.10041729360818863,,,
7,11899,1.0,1.0,0.003260358702391386,,,
7,11949,1.0,1.0,0.004341979045420885,,,
7,11999,0.984375,1.0,0.023842206224799156,,,
7,12049,0.96875,1.0,0.04878820851445198,,,
7,12099,0.953125,0.8823529481887817,0.1200701892375946,,,
7,12149,0.984375,1.0,0.05060448497533798,,,
7,12199,1.0,1.0,0.00604731310158968,,,
7,12249,1.0,1.0,0.003777302335947752,,,
7,12299,1.0,1.0,0.020742014050483704,,,
7,12349,0.96875,0.7777777910232544,0.08526193350553513,,,
7,12399,1.0,1.0,0.007441350258886814,,,
7,12449,1.0,1.0,0.02036384679377079,,,
7,12499,1.0,1.0,0.01666450686752796,,,
7,12549,0.984375,1.0,0.040389224886894226,,,
7,12599,0.96875,0.875,0.09180434048175812,,,
7,12649,0.984375,0.875,0.018286488950252533,,,
7,12699,1.0,1.0,0.0012305508134886622,,,
7,12749,1.0,1.0,0.002009403193369508,,,
7,12799,1.0,1.0,0.0002749937993939966,,,
7,12849,0.953125,0.800000011920929,0.11633346229791641,,,
7,12899,0.96875,0.6000000238418579,0.10900887101888657,,,
7,12949,1.0,1.0,0.0024045195896178484,,,
7,12959,,,,0.9932603240013123,0.9302978515625,0.018770692870020866
8,12999,0.96875,0.8333333134651184,0.07061238586902618,,,
8,13049,0.984375,1.0,0.036803893744945526,,,
8,13099,0.953125,0.8888888955116272,0.05961624160408974,,,
8,13149,0.96875,0.8999999761581421,0.05741852894425392,,,
8,13199,0.984375,0.800000011920929,0.03945642709732056,,,
8,13249,1.0,1.0,0.002350205322727561,,,
8,13299,0.96875,0.9090909361839294,0.0878998190164566,,,
8,13349,1.0,1.0,0.01259527262300253,,,
8,13399,1.0,1.0,0.030178647488355637,,,
8,13449,0.96875,0.8571428656578064,0.04897478222846985,,,
8,13499,1.0,1.0,0.018919775262475014,,,
8,13549,0.96875,0.875,0.053690072149038315,,,
8,13599,1.0,1.0,0.005345548037439585,,,
8,13649,0.96875,0.8888888955116272,0.13472990691661835,,,
8,13699,0.984375,0.8571428656578064,0.016292739659547806,,,
8,13749,0.96875,0.800000011920929,0.05015483498573303,,,
8,13799,1.0,1.0,0.0017474312335252762,,,
8,13849,0.984375,0.8571428656578064,0.020133428275585175,,,
8,13899,0.984375,1.0,0.022828860208392143,,,
8,13949,0.984375,1.0,0.03284161165356636,,,
8,13999,0.984375,1.0,0.04814514145255089,,,
8,14049,0.984375,1.0,0.07757800817489624,,,
8,14099,0.984375,1.0,0.03322116285562515,,,
8,14149,0.984375,1.0,0.03586212918162346,,,
8,14199,0.984375,1.0,0.1140279471874237,,,
8,14249,0.96875,0.8181818127632141,0.061141278594732285,,,
8,14299,0.984375,1.0,0.014922389760613441,,,
8,14349,1.0,1.0,0.010746052488684654,,,
8,14399,0.984375,1.0,0.04689360409975052,,,
8,14449,1.0,1.0,0.011022922582924366,,,
8,14499,0.96875,0.8333333134651184,0.03974530100822449,,,
8,14549,0.984375,0.8571428656578064,0.041578471660614014,,,
8,14579,,,,0.9953664541244507,0.9613639712333679,0.013239985331892967
9,14599,0.984375,0.9375,0.025081569328904152,,,
9,14649,1.0,1.0,0.0051182946190238,,,
9,14699,1.0,1.0,0.007323354948312044,,,
9,14749,1.0,1.0,0.0058000111021101475,,,
9,14799,0.984375,1.0,0.021595310419797897,,,
9,14849,1.0,1.0,0.01072643417865038,,,
9,14899,1.0,1.0,0.012906447052955627,,,
9,14949,1.0,1.0,0.003907814156264067,,,
9,14999,0.984375,1.0,0.02439878322184086,,,
9,15049,1.0,1.0,0.006583790760487318,,,
9,15099,1.0,1.0,0.005772450938820839,,,
9,15149,0.96875,0.9333333373069763,0.028644008561968803,,,
9,15199,0.96875,0.800000011920929,0.07081165164709091,,,
9,15249,0.984375,0.8999999761581421,0.03888971358537674,,,
9,15299,1.0,1.0,0.005648329854011536,,,
9,15349,0.953125,0.8333333134651184,0.14395973086357117,,,
9,15399,0.984375,0.9285714030265808,0.059938944876194,,,
9,15449,0.984375,1.0,0.014370646327733994,,,
9,15499,0.96875,0.8999999761581421,0.07245447486639023,,,
9,15549,1.0,1.0,0.001058680471032858,,,
9,15599,1.0,1.0,0.0025065396912395954,,,
9,15649,1.0,1.0,0.003353894455358386,,,
9,15699,0.96875,0.9333333373069763,0.050683747977018356,,,
9,15749,1.0,1.0,0.004328804090619087,,,
9,15799,1.0,1.0,0.030424533411860466,,,
9,15849,1.0,1.0,0.002864943817257881,,,
9,15899,1.0,1.0,0.006371016148477793,,,
9,15949,0.96875,0.8571428656578064,0.06332194805145264,,,
9,15999,1.0,1.0,0.0037338894326239824,,,
9,16049,1.0,1.0,0.017190568149089813,,,
9,16099,0.96875,0.8571428656578064,0.07044067233800888,,,
9,16149,0.96875,0.75,0.04305790364742279,,,
9,16199,1.0,0.6666666865348816,0.0005159244174137712,,,
9,16199,,,,0.9945240020751953,0.9417659640312195,0.019630374386906624
